Site,Code,Annee,Metrique,Valeur_EUR_t
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,VE000077 - Coût des énergies pour production & distribution,-7.61
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,VE000077 - Coût des énergies pour production & distribution,0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,VE000077 - Coût des énergies pour production & distribution,-14.18
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,VE000077 - Coût des énergies pour production & distribution,-15.94
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,VE000077 - Coût des énergies pour production & distribution,-13.41
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,VE000077 - Coût des énergies pour production & distribution,-13.64
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,VE000077 - Coût des énergies pour production & distribution,-11.49
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,VE000077 - Coût des énergies pour production & distribution,-16.93
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,VE000077 - Coût des énergies pour production & distribution,-14.93
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,VE000077 - Coût des énergies pour production & distribution,-11.47
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,VE000077 - Coût des énergies pour production & distribution,-13.96
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,VE000077 - Coût des énergies pour production & distribution,-13.5
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,VE000077 - Coût des énergies pour production & distribution,-10.83
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,VE000077 - Coût des énergies pour production & distribution,-21.07
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,VE000077 - Coût des énergies pour production & distribution,-17.47
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,VE000077 - Coût des énergies pour production & distribution,-11.9
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,VE000077 - Coût des énergies pour production & distribution,-1.11
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,VE000077 - Coût des énergies pour production & distribution,-0.18
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,VE000077 - Coût des énergies pour production & distribution,-0.02
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,VE000161 - Coûts des réactifs et des achats d'eau,0.0
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,VE000161 - Coûts des réactifs et des achats d'eau,0.0
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,VE000161 - Coûts des réactifs et des achats d'eau,0.0
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,VE000161 - Coûts des réactifs et des achats d'eau,-0.02
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,VE000161 - Coûts des réactifs et des achats d'eau,-0.03
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,VE000161 - Coûts des réactifs et des achats d'eau,-0.01
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,VE000161 - Coûts des réactifs et des achats d'eau,-0.17
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,VE000161 - Coûts des réactifs et des achats d'eau,-0.11
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,VE000161 - Coûts des réactifs et des achats d'eau,-0.13
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,VE000161 - Coûts des réactifs et des achats d'eau,-0.36
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,VE000161 - Coûts des réactifs et des achats d'eau,-0.51
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,VE000161 - Coûts des réactifs et des achats d'eau,-0.65
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,VE000161 - Coûts des réactifs et des achats d'eau,-0.32
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,VE000161 - Coûts des réactifs et des achats d'eau,-0.23
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,VE000161 - Coûts des réactifs et des achats d'eau,-0.03
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,VE000161 - Coûts des réactifs et des achats d'eau,0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,VE000161 - Coûts des réactifs et des achats d'eau,-0.58
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,VE000161 - Coûts des réactifs et des achats d'eau,-0.39
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,VE000161 - Coûts des réactifs et des achats d'eau,-0.13
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,VE000161 - Coûts des réactifs et des achats d'eau,-0.15
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,VE000161 - Coûts des réactifs et des achats d'eau,-0.21
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,VE000161 - Coûts des réactifs et des achats d'eau,-0.13
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,VE000161 - Coûts des réactifs et des achats d'eau,-0.19
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,VE000161 - Coûts des réactifs et des achats d'eau,-0.35
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,VE000161 - Coûts des réactifs et des achats d'eau,-0.22
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,VE000161 - Coûts des réactifs et des achats d'eau,0.12
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,VE000161 - Coûts des réactifs et des achats d'eau,0.19
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,VE000161 - Coûts des réactifs et des achats d'eau,-0.22
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,VE000161 - Coûts des réactifs et des achats d'eau,-0.18
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,VE000161 - Coûts des réactifs et des achats d'eau,-0.17
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,VE000161 - Coûts des réactifs et des achats d'eau,-0.09
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,VE000161 - Coûts des réactifs et des achats d'eau,-0.22
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,VE000161 - Coûts des réactifs et des achats d'eau,-0.1
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,VE000089 - Traitement et évacuation des sous-produits,-0.11
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,VE000089 - Traitement et évacuation des sous-produits,-0.14
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,VE000089 - Traitement et évacuation des sous-produits,-1.52
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,VE000089 - Traitement et évacuation des sous-produits,0.0
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,VE000089 - Traitement et évacuation des sous-produits,-0.03
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,VE000089 - Traitement et évacuation des sous-produits,-0.0
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,VE000089 - Traitement et évacuation des sous-produits,0.0
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,VE000089 - Traitement et évacuation des sous-produits,0.0
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,VE000089 - Traitement et évacuation des sous-produits,-0.12
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,VE000089 - Traitement et évacuation des sous-produits,0.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,VE000089 - Traitement et évacuation des sous-produits,-0.03
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,VE000089 - Traitement et évacuation des sous-produits,-0.31
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,VE000089 - Traitement et évacuation des sous-produits,-1.88
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,VE000089 - Traitement et évacuation des sous-produits,-1.64
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,VE000089 - Traitement et évacuation des sous-produits,-1.69
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,VE000089 - Traitement et évacuation des sous-produits,0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,VE000089 - Traitement et évacuation des sous-produits,-0.12
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,VE000089 - Traitement et évacuation des sous-produits,0.0
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,VE000089 - Traitement et évacuation des sous-produits,-0.13
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,VE000089 - Traitement et évacuation des sous-produits,0.0
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,VE000089 - Traitement et évacuation des sous-produits,0.0
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,VE000089 - Traitement et évacuation des sous-produits,-0.04
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,VE000089 - Traitement et évacuation des sous-produits,-0.1
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,VE000089 - Traitement et évacuation des sous-produits,0.0
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,VE000089 - Traitement et évacuation des sous-produits,-0.0
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,VE000089 - Traitement et évacuation des sous-produits,-0.25
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,VE000089 - Traitement et évacuation des sous-produits,-0.28
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,VE000089 - Traitement et évacuation des sous-produits,0.0
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,VE000089 - Traitement et évacuation des sous-produits,-0.09
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,VE000089 - Traitement et évacuation des sous-produits,-0.05
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,VE000089 - Traitement et évacuation des sous-produits,-0.02
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,VE000089 - Traitement et évacuation des sous-produits,-0.17
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,VE000089 - Traitement et évacuation des sous-produits,-0.34
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,VE000097 - Autres coûts d'exploitation,-37.0
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,VE000097 - Autres coûts d'exploitation,-26.15
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,VE000097 - Autres coûts d'exploitation,-12.83
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,VE000097 - Autres coûts d'exploitation,-27.47
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,VE000097 - Autres coûts d'exploitation,-25.75
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,VE000097 - Autres coûts d'exploitation,-26.79
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,VE000097 - Autres coûts d'exploitation,-26.18
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,VE000097 - Autres coûts d'exploitation,-30.47
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,VE000097 - Autres coûts d'exploitation,-35.2
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,VE000097 - Autres coûts d'exploitation,-32.22
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,VE000097 - Autres coûts d'exploitation,-37.5
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,VE000097 - Autres coûts d'exploitation,-43.54
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,VE000097 - Autres coûts d'exploitation,-26.99
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,VE000097 - Autres coûts d'exploitation,-43.7
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,VE000097 - Autres coûts d'exploitation,-32.7
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,VE000097 - Autres coûts d'exploitation,0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,VE000097 - Autres coûts d'exploitation,-38.34
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,VE000097 - Autres coûts d'exploitation,-28.92
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,VE000097 - Autres coûts d'exploitation,-13.18
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,VE000097 - Autres coûts d'exploitation,-14.2
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,VE000097 - Autres coûts d'exploitation,-16.07
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,VE000097 - Autres coûts d'exploitation,-24.18
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,VE000097 - Autres coûts d'exploitation,-17.18
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,VE000097 - Autres coûts d'exploitation,-20.72
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,VE000097 - Autres coûts d'exploitation,-27.38
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,VE000097 - Autres coûts d'exploitation,-34.13
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,VE000097 - Autres coûts d'exploitation,-27.87
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,VE000097 - Autres coûts d'exploitation,-38.75
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,VE000097 - Autres coûts d'exploitation,-44.97
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,VE000097 - Autres coûts d'exploitation,-46.2
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,VE000097 - Autres coûts d'exploitation,-21.44
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,VE000097 - Autres coûts d'exploitation,-20.79
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,VE000097 - Autres coûts d'exploitation,-19.67
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,Marge Brute Cash,3.43
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,Marge Brute Cash,13.71
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,Marge Brute Cash,28.19
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,Marge Brute Cash,34.63
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,Marge Brute Cash,34.41
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,Marge Brute Cash,41.19
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,Marge Brute Cash,56.26
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,Marge Brute Cash,63.14
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,Marge Brute Cash,24.24
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,Marge Brute Cash,7.16
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,Marge Brute Cash,7.78
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,Marge Brute Cash,-3.27
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,Marge Brute Cash,55.43
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,Marge Brute Cash,41.41
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,Marge Brute Cash,53.25
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,Marge Brute Cash,0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,Marge Brute Cash,33.38
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,Marge Brute Cash,30.91
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,Marge Brute Cash,-3.89
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,Marge Brute Cash,5.33
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,Marge Brute Cash,-2.52
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,Marge Brute Cash,-7.41
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,Marge Brute Cash,-8.7
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,Marge Brute Cash,14.4
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,Marge Brute Cash,-13.24
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,Marge Brute Cash,-26.36
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,Marge Brute Cash,1.27
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,Marge Brute Cash,9.67
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,Marge Brute Cash,17.29
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,Marge Brute Cash,20.74
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,Marge Brute Cash,-33.17
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,Marge Brute Cash,-54.67
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,Marge Brute Cash,-33.31
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,VE000108 - Coûts Commerciaux (COM),-4.3
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,VE000108 - Coûts Commerciaux (COM),-3.83
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,VE000108 - Coûts Commerciaux (COM),-3.97
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,VE000108 - Coûts Commerciaux (COM),-4.74
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,VE000108 - Coûts Commerciaux (COM),-3.55
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,VE000108 - Coûts Commerciaux (COM),-3.75
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,VE000108 - Coûts Commerciaux (COM),-8.35
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,VE000108 - Coûts Commerciaux (COM),-10.45
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,VE000108 - Coûts Commerciaux (COM),-12.74
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,VE000108 - Coûts Commerciaux (COM),-2.43
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,VE000108 - Coûts Commerciaux (COM),-3.48
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,VE000108 - Coûts Commerciaux (COM),-4.0
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,VE000108 - Coûts Commerciaux (COM),0.0
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,VE000108 - Coûts Commerciaux (COM),0.0
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,VE000108 - Coûts Commerciaux (COM),0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,VE000108 - Coûts Commerciaux (COM),
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,VE000108 - Coûts Commerciaux (COM),0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,VE000108 - Coûts Commerciaux (COM),0.0
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,VE000108 - Coûts Commerciaux (COM),-0.47
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,VE000108 - Coûts Commerciaux (COM),-0.57
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,VE000108 - Coûts Commerciaux (COM),-0.86
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,VE000108 - Coûts Commerciaux (COM),-0.68
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,VE000108 - Coûts Commerciaux (COM),-0.69
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,VE000108 - Coûts Commerciaux (COM),-1.03
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,VE000108 - Coûts Commerciaux (COM),0.0
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,VE000108 - Coûts Commerciaux (COM),0.0
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,VE000108 - Coûts Commerciaux (COM),0.0
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,VE000108 - Coûts Commerciaux (COM),0.0
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,VE000108 - Coûts Commerciaux (COM),0.0
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,VE000108 - Coûts Commerciaux (COM),0.0
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,VE000108 - Coûts Commerciaux (COM),-0.55
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,VE000108 - Coûts Commerciaux (COM),-0.86
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,VE000108 - Coûts Commerciaux (COM),-0.38
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,VE000112 - Coûts Généraux & Administratifs (G&A),-10.15
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,VE000112 - Coûts Généraux & Administratifs (G&A),-8.56
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,VE000112 - Coûts Généraux & Administratifs (G&A),-8.85
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,VE000112 - Coûts Généraux & Administratifs (G&A),-11.16
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,VE000112 - Coûts Généraux & Administratifs (G&A),-7.94
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,VE000112 - Coûts Généraux & Administratifs (G&A),-8.37
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,VE000112 - Coûts Généraux & Administratifs (G&A),-10.76
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,VE000112 - Coûts Généraux & Administratifs (G&A),-11.39
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,VE000112 - Coûts Généraux & Administratifs (G&A),-11.94
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,VE000112 - Coûts Généraux & Administratifs (G&A),-11.43
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,VE000112 - Coûts Généraux & Administratifs (G&A),-10.02
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,VE000112 - Coûts Généraux & Administratifs (G&A),-8.93
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,VE000112 - Coûts Généraux & Administratifs (G&A),-16.3
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,VE000112 - Coûts Généraux & Administratifs (G&A),-14.4
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,VE000112 - Coûts Généraux & Administratifs (G&A),-12.34
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,VE000112 - Coûts Généraux & Administratifs (G&A),0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,VE000112 - Coûts Généraux & Administratifs (G&A),-35.72
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,VE000112 - Coûts Généraux & Administratifs (G&A),-35.26
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,VE000112 - Coûts Généraux & Administratifs (G&A),-6.25
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,VE000112 - Coûts Généraux & Administratifs (G&A),-6.78
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,VE000112 - Coûts Généraux & Administratifs (G&A),-7.78
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,VE000112 - Coûts Généraux & Administratifs (G&A),-9.02
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,VE000112 - Coûts Généraux & Administratifs (G&A),-8.21
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,VE000112 - Coûts Généraux & Administratifs (G&A),-9.3
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,VE000112 - Coûts Généraux & Administratifs (G&A),-14.2
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,VE000112 - Coûts Généraux & Administratifs (G&A),-17.32
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,VE000112 - Coûts Généraux & Administratifs (G&A),-15.72
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,VE000112 - Coûts Généraux & Administratifs (G&A),-4.76
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,VE000112 - Coûts Généraux & Administratifs (G&A),-5.35
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,VE000112 - Coûts Généraux & Administratifs (G&A),-5.52
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,VE000112 - Coûts Généraux & Administratifs (G&A),-2.45
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,VE000112 - Coûts Généraux & Administratifs (G&A),-4.9
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,VE000112 - Coûts Généraux & Administratifs (G&A),-2.15
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,EBITDA,-14.81
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,EBITDA,-4.65
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,EBITDA,9.18
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,EBITDA,14.78
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,EBITDA,17.38
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,EBITDA,23.22
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,EBITDA,27.65
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,EBITDA,29.41
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,EBITDA,-14.27
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,EBITDA,-13.93
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,EBITDA,-14.26
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,EBITDA,-23.48
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,EBITDA,26.86
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,EBITDA,15.0
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,EBITDA,30.36
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,EBITDA,0.0
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,EBITDA,-2.33
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,EBITDA,-4.35
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,EBITDA,-13.47
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,EBITDA,-5.97
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,EBITDA,-15.2
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,EBITDA,-21.21
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,EBITDA,-22.37
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,EBITDA,-0.74
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,EBITDA,-27.44
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,EBITDA,-43.68
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,EBITDA,-14.45
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,EBITDA,4.91
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,EBITDA,11.94
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,EBITDA,15.22
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,EBITDA,507.64
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,EBITDA,-60.43
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,EBITDA,-35.84
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,VE000119 - CDV - Coûts de Personnel (non cash),-0.04
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,VE000119 - CDV - Coûts de Personnel (non cash),-0.14
